Prerequisites,Concurrent Enrollment,Major,Course Name,Course Details,Credits,Repeatable
"MGT 3000, MGT 3200, MGT 3201",True,Management (MGT),MGT 4912,Entrepreneurship Internship,3,False
"MGT 3000, MGT 3100, MGT 3300",True,Management (MGT),MGT 4913,Leadership & Human Resource Management Internship,3,False
"MGT 3000, MGT 3400",True,Management (MGT),MGT 4914,Sports Business Internship,3,True
,False,Management (MGT),MGT 4930,Special Topics,3,True
,False,Management (MGT),MGT 4980,Independent Study,3,True
,False,Marketing (MKT),MKT 2930,Special Topics,3,True
,False,Marketing (MKT),MKT 2980,Independent Study,3,True
,False,Marketing (MKT),MKT 3000,Introduction to Marketing Management,3,False
MKT 3000,False,Marketing (MKT),MKT 3300,Marketing Channels and Distribution,3,False
MKT 3000,False,Marketing (MKT),MKT 3400,Integrated Marketing Communications,3,False
"MKT 3000, MGT 3400",False,Marketing (MKT),MKT 3500,Sports Marketing,3,False
MKT 3000,False,Marketing (MKT),MKT 3600,Marketing Research,3,False
MKT 3000,False,Marketing (MKT),MKT 3700,Social Media and Digital Marketing,3,False
,False,Marketing (MKT),MKT 3930,Special Topics,3,True
,False,Marketing (MKT),MKT 3980,Independent Study,3,True
MKT 3000,False,Marketing (MKT),MKT 4300,Retail Management,3,False
MKT 3000,False,Marketing (MKT),MKT 4400,Consumer Behavior,3,False
MKT 3000,False,Marketing (MKT),MKT 4440,Personal Selling,3,False
MKT 3000,False,Marketing (MKT),MKT 4450,Sales Management,3,False
MKT 3000,False,Marketing (MKT),MKT 4550,International Marketing,3,False
MKT 3000,False,Marketing (MKT),MKT 4600,Brand Management,3,False
MKT 3000,False,Marketing (MKT),MKT 4650,Marketing Analytics,3,False
MKT 3000,False,Marketing (MKT),MKT 4900,Marketing Strategy,3,False
MKT 3000,False,Marketing (MKT),MKT 4910,Marketing Internship,3,True
MKT 3000,False,Marketing (MKT),MKT 4930,Special Topics,3,True
,False,Marketing (MKT),MKT 4980,Independent Study,3,True
,False,Mathematics (MATH),MATH 0235,Intro Elementary Algebra,3,False
,False,Mathematics (MATH),MATH 0240,Intro Elementary Algebra I,3,False
MATH 0240,False,Mathematics (MATH),MATH 0250,Intro to Elementary Algebra II,3,False
,False,Mathematics (MATH),MATH 0260,Intermediate Algebra,3,False
,False,Mathematics (MATH),MATH 0261,Intermediate Algebra Support Lab,2,False
,False,Mathematics (MATH),MATH 0265,Intermediate Algebra,3,False
,False,Mathematics (MATH),MATH 0930,Special Topics,2,False
"MATH 0250, MATH 0260",False,Mathematics (MATH),MATH 1200,College Algebra,3,False
"MATH 0250, MATH 0260",False,Mathematics (MATH),MATH 1220,Finite Mathematics,3,False
MATH 1200,False,Mathematics (MATH),MATH 1240,Mathematics and the Art of M.C. Escher,3,False
MATH 1200,False,Mathematics (MATH),MATH 1250,Math Thinking in Real World,3,False
,False,Mathematics (MATH),MATH 1260,Statistics Including Sports and Politics,3,False
,False,Mathematics (MATH),MATH 1270,Math Media: Reading News with Mathematical Eyes,3,False
MATH 1200,False,Mathematics (MATH),MATH 1300,Elementary Statistics with Computers,3,False
MATH 1200,False,Mathematics (MATH),MATH 1320,Survey of Calculus,3,False
MATH 1200,False,Mathematics (MATH),MATH 1325,Survey of Calculus,3,False
MATH 1200,False,Mathematics (MATH),MATH 1400,Pre-Calculus,3,False
MATH 1400,False,Mathematics (MATH),MATH 1510,Calculus I,4,False
MATH 1510,False,Mathematics (MATH),MATH 1520,Calculus II,4,False
MATH 1200,False,Mathematics (MATH),MATH 1660,Discrete Mathematics,3,False
,False,Mathematics (MATH),MATH 1930,Special Topics,3,True
,False,Mathematics (MATH),MATH 1980,Independent Study,3,True
MATH 1520,False,Mathematics (MATH),MATH 2530,Calculus III,4,False
MATH 1510,False,Mathematics (MATH),MATH 2660,Principles of Mathematics,3,False
,False,Mathematics (MATH),MATH 2690,Mathematical Problem Solving,1,False
,False,Mathematics (MATH),MATH 2930,Special Topics,4,True
,False,Mathematics (MATH),MATH 2980,Independent Study,3,True
MATH 1520,False,Mathematics (MATH),MATH 3110,Linear Algebra for Engineers,3,False
"MATH 2530, MATH 2660",False,Mathematics (MATH),MATH 3120,Introduction to Linear Algebra,3,False
MATH 1520,False,Mathematics (MATH),MATH 3240,Numerical Analysis,3,False
MATH 3550,True,Mathematics (MATH),MATH 3270,Advanced Mathematics for Engineers,3,False
MATH 2530,False,Mathematics (MATH),MATH 3550,Differential Equations,3,False
MATH 1510,False,Mathematics (MATH),MATH 3600,Combinatorics,3,False
MATH 1520,False,Mathematics (MATH),MATH 3760,Financial Mathematics,3,False
MATH 2530,False,Mathematics (MATH),MATH 3800,Elementary Theory of Probability,3,False
MATH 1520,False,Mathematics (MATH),MATH 3850,Foundation of Statistics,3,False
,False,Mathematics (MATH),MATH 3910,Internship,6,True
,False,Mathematics (MATH),MATH 3930,Special Topics,3,True
,False,Mathematics (MATH),MATH 3980,Independent Study,3,True
MATH 1520,False,Mathematics (MATH),MATH 4050,History of Mathematics,3,False
MATH 3120,False,Mathematics (MATH),MATH 4110,Introduction to Abstract Algebra,3,False
MATH 4110,False,Mathematics (MATH),MATH 4120,Linear Algebra,3,False
MATH 4110,False,Mathematics (MATH),MATH 4150,Number Theory,3,False
"MATH 2530, MATH 3120",False,Mathematics (MATH),MATH 4210,Introduction to Analysis,3,False
MATH 4210,False,Mathematics (MATH),MATH 4220,Metric Spaces,3,False
MATH 4210,False,Mathematics (MATH),MATH 4230,Multivariable Analysis,3,False
MATH 2530,False,Mathematics (MATH),MATH 4310,Introduction to Complex Variables,3,False
MATH 4310,False,Mathematics (MATH),MATH 4320,Complex Variables II,3,False
MATH 1510,False,Mathematics (MATH),MATH 4410,Foundations of Geometry,3,False
MATH 1510,False,Mathematics (MATH),MATH 4430,Non-Euclidean Geometry,3,False
MATH 3550,False,Mathematics (MATH),MATH 4550,Nonlinear Dynamics and Chaos,3,False
MATH 3550,False,Mathematics (MATH),MATH 4570,Partial Differential Equations,3,False
MATH 2530,False,Mathematics (MATH),MATH 4630,Graph Theory,3,False
"MATH 3850, STAT 3850, MATH 2530, MATH 1660, MATH 2660",False,Mathematics (MATH),MATH 4800,Probability Theory,3,False
"MATH 3850, STAT 3850",False,Mathematics (MATH),MATH 4840,Time Series,3,False
"MATH 4800, STAT 4800",False,Mathematics (MATH),MATH 4850,Mathematical Statistics,3,False
"MATH 3850, STAT 3850, MATH 3110, MATH 3120",False,Mathematics (MATH),MATH 4870,Applied Regression,3,False
,False,Mathematics (MATH),MATH 4910,Internship,6,True
,False,Mathematics (MATH),MATH 4930,Special Topics,3,True
,False,Mathematics (MATH),MATH 4980,Advanced Independent Study,6,True
SE 1700,False,Mechanical Engineering (MENG),MENG 1000,Design Thinking,3,False
,False,Mechanical Engineering (MENG),MENG 1001,Introduction to Aerospace & Mechanical Engineering,1,False
,False,Mechanical Engineering (MENG),MENG 1002,Computer-Aided Engineering Design,1,False
,False,Mechanical Engineering (MENG),MENG 1011,Prototyping,1,False
"PHYS 1610, MENG 1000",True,Mechanical Engineering (MENG),MENG 2000,Foundation to Engineering Design,3,False
"CVNG 2100, MENG 2100X, MATH 1520",True,Mechanical Engineering (MENG),MENG 2150,Dynamics,3,False
MATH 2530,False,Mechanical Engineering (MENG),MENG 2310,Thermodynamics,3,False
"ECE 1100, ECE 1200",False,Mechanical Engineering (MENG),MENG 2400,Mechatronics Systems Design,3,False
"ECE 1100, ECE 1200",False,Mechanical Engineering (MENG),MENG 2450,Engineering Experimentation,3,False
,False,Mechanical Engineering (MENG),MENG 2910,Co-Op with Industry,0,True
,False,Mechanical Engineering (MENG),MENG 2913,Co-Op in Mechanical Engineering,0,True
,False,Mechanical Engineering (MENG),MENG 2930,Special Topics,3,True
,False,Mechanical Engineering (MENG),MENG 2980,Independent Study,3,True
"MENG 3110, CVNG 4070, MENG 3510",False,Mechanical Engineering (MENG),MENG 3001,Mechanical Engineering Lab,1,False
"MENG 3105, CVNG 3105X",False,Mechanical Engineering (MENG),MENG 3010,Machine Design,3,False
,False,Mechanical Engineering (MENG),MENG 3101,Mechanics of Solids Lab,1,False
"MENG 2100X, CVNG 2100, MATH 2530",True,Mechanical Engineering (MENG),MENG 3105,Mechanics of Solids,3,False
"MENG 2150, MATH 3550",True,Mechanical Engineering (MENG),MENG 3110,Linear Vibrations,3,False
"MENG 3105, CVNG 3105X, MENG 3200",True,Mechanical Engineering (MENG),MENG 3111,Mechanics Laboratory,1,False
MATH 2530,True,Mechanical Engineering (MENG),MENG 3200,Fluid Dynamics,3,False
,False,Mechanical Engineering (MENG),MENG 3201,Fluid Dynamics Laboratory,1,False
"ECE 2001, ECE 2002",False,Mechanical Engineering (MENG),MENG 3430,Measurements,3,False
"CHEM 1110, MENG 3105, CVNG 3105X",False,Mechanical Engineering (MENG),MENG 3510,Material Science,3,False
"MENG 1011, MENG 3510",False,Mechanical Engineering (MENG),MENG 3600,Manufacturing Process,3,False
,False,Mechanical Engineering (MENG),MENG 3910,Co-Op with Industry,0,True
,False,Mechanical Engineering (MENG),MENG 3915,Internship with Industry,3,True
,False,Mechanical Engineering (MENG),MENG 3930,Special Topics,3,True
,False,Mechanical Engineering (MENG),MENG 3980,Independent Study,3,True
MENG 3010,False,Mechanical Engineering (MENG),MENG 4004,Design I,3,False
MENG 4004,False,Mechanical Engineering (MENG),MENG 4014,Design II,3,False
"MENG 3010, MENG 4450",False,Mechanical Engineering (MENG),MENG 4024,Mechanical Systems Design,4,False
,False,Mechanical Engineering (MENG),MENG 4110,Fracture Mechanics and Plasticity,3,False
,False,Mechanical Engineering (MENG),MENG 4150,Finite Element Method I,3,False
,False,Mechanical Engineering (MENG),MENG 4200,Advanced Fluid Dynamics,3,False
,False,Mechanical Engineering (MENG),MENG 4220,Introduction to Turbulence,3,False
,False,Mechanical Engineering (MENG),MENG 4250,Turbomachinery and Gas Turbines Analysis and Design,3,False
"CSCI 1060, CSCI 1300, MENG 2310, MENG 3200",False,Mechanical Engineering (MENG),MENG 4300,Heat Transfer,3,False
MENG 4300,False,Mechanical Engineering (MENG),MENG 4304,Thermal Systems Design,3,False
,False,Mechanical Engineering (MENG),MENG 4310,Reciprocating-Piston Engines Analysis and Design,3,False
"ECE 2001, MENG 2450, MENG 2400",False,Mechanical Engineering (MENG),MENG 4450,Programmable Logic Controllers and Robotics,3,False
,False,Mechanical Engineering (MENG),MENG 4820,Technology Entrepreneurship,3,False
,False,Mechanical Engineering (MENG),MENG 4830,Medical Product Design and Entrepreneurship,3,False
,False,Mechanical Engineering (MENG),MENG 4840,Numerical Methods,3,False
MENG 3910,False,Mechanical Engineering (MENG),MENG 4910,Co-Op with Industry,3,True
MENG 3915,False,Mechanical Engineering (MENG),MENG 4915,Internship with Industry,3,True
,False,Mechanical Engineering (MENG),MENG 4930,Special Topics: Mechanical Engineering,3,True
,False,Mechanical Engineering (MENG),MENG 4980,Independent Study,3,True
,False,Medical Education (MEDC),MEDC 0108,Health Care Ethics,6,True
,False,Medical Education (MEDC),MEDC 0402,Role of Teaching and Feedback,4,True
,False,Medical Education (MEDC),MEDC 0411,Near Peer Mentoring,6,True
,False,Medical Education (MEDC),MEDC 0903,Medical Education Research,12,True
,False,Medical Family Therapy (MFT),MFT 4930,Special Topics,3,True
,False,Medical Information Management (MIM),MIM 0100,Introduction to Medical Information Management,3,False
,False,Medical Information Management (MIM),MIM 0301,Evidence-Based Medicine (EBM) Information Skills for Clerkships,2,True
,False,Medical Information Management (MIM),MIM 0403,Evidence-Based Medicine (EBM) Information Skills for Residency,12,True
,False,Medical Laboratory Science (MLS),MLS 3150,Urinalysis and Immunology Laboratory,1,False
,False,Medical Laboratory Science (MLS),MLS 3210,Clinical Education & Laboratory Management,2,False
"MATH 1300, STAT 1300",False,Medical Laboratory Science (MLS),MLS 3400,Laboratory Operations,1,True
,False,Medical Laboratory Science (MLS),MLS 4150,Analytical Chemistry,2,False
,False,Medical Laboratory Science (MLS),MLS 4250,Hematology Laboratory,1,False
,False,Medical Laboratory Science (MLS),MLS 4350,Immunohematology Laboratory,1,False
,False,Medical Laboratory Science (MLS),MLS 4515,Medical Microbiology Laboratory,1,False
BLS 4510,False,Medical Laboratory Science (MLS),MLS 4520,Medical Bacteriology,2,False
BLS 4510,False,Medical Laboratory Science (MLS),MLS 4541,Medical Mycology and Parasitology,3,False
BLS 4510,False,Medical Laboratory Science (MLS),MLS 4550,Medical Bacteriology Laboratory,2,False
"MLS 4701, MLS 4710, MLS 4740, MLS 4750, MLS 4760, MLS 4780, MLS 4790, MLS 4800, MLS 4811, MLS 4821",False,Medical Laboratory Science (MLS),MLS 4611,Advanced Topics and Case Correlations,2,False
"MLS 4701, MLS 4710, MLS 4821",False,Medical Laboratory Science (MLS),MLS 4620,Advanced Topics and Case Correlations-Clinical Chemistry,1,False
"MLS 4740, MLS 4750, MLS 4821",False,Medical Laboratory Science (MLS),MLS 4630,Advanced Topics and Case Correlations - Hematology,1,False
"MLS 4800, MLS 4811",False,Medical Laboratory Science (MLS),MLS 4640,Advanced Topics and Case Correlations - Microbiology,1,False
"BLS 4110, BLS 4120, MLS 4150",False,Medical Laboratory Science (MLS),MLS 4701,Clinical Chemistry Practicum,3,False
"BLS 4110, BLS 4120, MLS 4150",False,Medical Laboratory Science (MLS),MLS 4710,Clinical Chemistry,1,False
"BLS 4210, MLS 4250",False,Medical Laboratory Science (MLS),MLS 4740,Clinical Hematology Practicum,2,False
"BLS 4210, MLS 4250",False,Medical Laboratory Science (MLS),MLS 4750,Clinical Hematology,1,False
BLS 4220,False,Medical Laboratory Science (MLS),MLS 4760,Clinical Hemostasis Practicum,1,False
,False,Medical Laboratory Science (MLS),MLS 4770,Clinical Phlebotomy Practicum,1,False
"BLS 4310, MLS 4350",False,Medical Laboratory Science (MLS),MLS 4780,Clinical Immunohematology Practicum,2,False
"BLS 4310, MLS 4350",False,Medical Laboratory Science (MLS),MLS 4790,Clinical Immunohematology,1,False
"BLS 4510, MLS 4520, MLS 4550",False,Medical Laboratory Science (MLS),MLS 4800,Clinical Microbiology Practicum,3,False
"BLS 4510, MLS 4520, MLS 4550",False,Medical Laboratory Science (MLS),MLS 4811,Clinical Microbiology,1,False
"BLS 3110, MLS 3150",False,Medical Laboratory Science (MLS),MLS 4820,Clinical Urinalysis Practicum,1,False
"BLS 3110, MLS 3150",False,Medical Laboratory Science (MLS),MLS 4821,Clinical Urinalysis and Phlebotomy,1,False
,False,Medicine (MED),MED 0100,Molecular Foundations in Medicine,4,True
,False,Medicine (MED),MED 0101,Clinical Interviewing,15,True
,False,Medicine (MED),MED 0102,Clinical Diagnosis,20,True
,False,Medicine (MED),MED 0103,Leadership in the Business of Medicine,12,True
,False,Medicine (MED),MED 0104,Medicine & Society,1,False
,False,Medicine (MED),MED 0105,Fundamentals of Patient Safety,5,False
,False,Medicine (MED),MED 0110,Normal Structure and Function: Musculoskeletal,8,True
,False,Medicine (MED),MED 0120,Normal Structure and Function: Thorax & Head,6,True
,False,Medicine (MED),MED 0130,Normal Structure and Function: Abdomen & Pelvis,4,True
,False,Medicine (MED),MED 0140,Introduction to Pathology,3,False
,False,Medicine (MED),MED 0150,"Principles of Immunology, Pharmacology, and Therapeutics",7,False
,False,Medicine (MED),MED 0160,Brain & Behavior,6,True
,False,Medicine (MED),MED 0170,Cardiovascular System,4,False
,False,Medicine (MED),MED 0200,Hematology,2,False
,False,Medicine (MED),MED 0202,Clinical Diagnosis,30,True
,False,Medicine (MED),MED 0203,Leadership in the Business of Medicine,12,True
,False,Medicine (MED),MED 0204,Medicine & Society,1,False
,False,Medicine (MED),MED 0205,Fundamentals of Quality Improvement,3,False
,False,Medicine (MED),MED 0210,Respiratory System,4,False
